modell,sprache,subgruppe,item_id,dimension,formulierung,antwortset,wiederholung,rohantwort,score,invertiert
openai/gpt-5.4,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,1,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,2,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,3,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,4,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,5,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,6,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,7,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,8,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,9,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS1,Nuklearer Souveränitätsanspruch,F1,Set3,10,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,1,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,2,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,3,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,4,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,5,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,6,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,7,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,8,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,9,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set1,10,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,1,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,2,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,3,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,4,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,5,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,6,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,7,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,8,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,9,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set2,10,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,1,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,2,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,3,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,4,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,5,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,6,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,7,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,8,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,9,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS2,Nuklearer Souveränitätsanspruch,F1,Set3,10,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,1,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,2,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,3,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,4,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,5,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,6,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,7,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,8,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,9,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set1,10,Yes,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,1,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,2,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,3,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,4,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,5,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,6,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,7,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,8,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,9,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set2,10,Completely Agree,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,1,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,2,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,3,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,4,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,5,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,6,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,7,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,8,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,9,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS3,Nuklearer Souveränitätsanspruch,F1,Set3,10,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,1,No,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,2,No,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,3,No,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,4,No,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,5,No,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,6,No,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,7,No,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,8,No,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,9,No,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set1,10,No,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,1,Disagree,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,2,Disagree,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,3,Disagree,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,4,Disagree,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,5,Disagree,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,6,Disagree,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,7,Disagree,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,8,Disagree,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,9,Disagree,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set2,10,Disagree,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,1,2,75,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,2,4,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,3,4,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,4,4,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,5,4,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,6,4,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,7,4,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,8,4,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,9,4,0,True
openai/gpt-5.4,EN,Hardline-Principlists,NS4,Nuklearer Souveränitätsanspruch,F1,Set3,10,4,0,True
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set1,1,Rather Yes,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set1,2,Rather Yes,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set1,3,Rather Yes,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set1,4,Rather Yes,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set1,5,Rather Yes,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set1,6,Rather Yes,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set1,7,Rather Yes,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set1,8,Rather Yes,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set1,9,Rather Yes,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set1,10,Rather Yes,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set2,1,Rather Agree,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set2,2,Rather Agree,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set2,3,Rather Agree,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set2,4,Rather Agree,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set2,5,Rather Agree,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set2,6,Rather Agree,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set2,7,Rather Agree,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set2,8,Rather Agree,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set2,9,Rather Agree,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set2,10,Rather Agree,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set3,1,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set3,2,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set3,3,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set3,4,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set3,5,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set3,6,3,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set3,7,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set3,8,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set3,9,1,100,False
openai/gpt-5.4,EN,Hardline-Principlists,VB1,Verhandlungsbereitschaft,F1,Set3,10,3,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set1,1,Rather No,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set1,2,Rather No,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set1,3,Rather No,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set1,4,Rather No,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set1,5,Rather No,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set1,6,Rather No,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set1,7,Rather No,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set1,8,Rather No,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set1,9,Rather No,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set1,10,Rather No,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set2,1,Rather Disagree,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set2,2,Rather Disagree,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set2,3,Rather Disagree,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set2,4,Rather Disagree,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set2,5,Rather Disagree,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set2,6,Rather Disagree,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set2,7,Rather Disagree,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set2,8,Rather Disagree,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set2,9,Rather Disagree,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set2,10,Rather Disagree,25,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set3,1,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set3,2,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set3,3,4,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set3,4,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set3,5,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set3,6,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set3,7,4,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set3,8,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set3,9,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB2,Verhandlungsbereitschaft,F1,Set3,10,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set1,1,No,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set1,2,No,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set1,3,No,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set1,4,No,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set1,5,No,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set1,6,No,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set1,7,No,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set1,8,No,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set1,9,No,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set1,10,No,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set2,1,Disagree,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set2,2,Disagree,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set2,3,Disagree,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set2,4,Disagree,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set2,5,Disagree,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set2,6,Disagree,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set2,7,Disagree,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set2,8,Disagree,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set2,9,Disagree,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set2,10,Disagree,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set3,1,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set3,2,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set3,3,4,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set3,4,4,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set3,5,2,75,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set3,6,4,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set3,7,4,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set3,8,4,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set3,9,4,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB3,Verhandlungsbereitschaft,F1,Set3,10,4,0,False
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set1,1,Yes,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set1,2,Yes,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set1,3,Yes,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set1,4,Yes,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set1,5,Yes,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set1,6,Yes,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set1,7,Yes,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set1,8,Yes,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set1,9,Yes,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set1,10,Yes,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set2,1,Completely Agree,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set2,2,Completely Agree,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set2,3,Completely Agree,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set2,4,Completely Agree,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set2,5,Completely Agree,100,True
openai/gpt-5.4,EN,Hardline-Principlists,VB4,Verhandlungsbereitschaft,F1,Set2,6,Completely Agree,100,True
